title;accepted;description;boothArea;invitesQuantity;text;staffTopicKnowledge;eventAdequacy;inviteAdequacy;recommendation;decision;name;email;username;password;text2;staffTopicKnowledge2;eventAdequacy2;inviteAdequacy2;recommendation2;decision2;name2;email2;username2;password2;topics
exhibition1;false;Description: 295246;295;246;text4050;4;0;5;0;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text4010;4;0;1;0;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Grain,Attract,Shirt,Chop
exhibition1;false;Description: 78186;78;186;text0054;0;0;5;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text4540;4;5;4;0;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Terrific,Interest,Chop,Deer
exhibition1;true;Description: 903;90;3;text0213;0;2;1;3;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5441;5;4;4;1;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Dirt,Chop,Place,Smiling
exhibition1;true;Description: 286135;286;135;text2300;2;3;0;0;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5300;5;3;0;0;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Psychotic,Workable,Psychotic,Memory
exhibition1;true;Description: 139160;139;160;text0455;0;4;5;5;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5534;5;5;3;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Puny,Harmonious,Harmonious,Descriptive
exhibition1;true;Description: 28735;287;35;text5044;5;0;4;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text4453;4;4;5;3;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Spiteful,Attract,Crabby,Structure
exhibition1;true;Description: 15750;157;50;text3425;3;4;2;5;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5422;5;4;2;2;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Complete,Veil,Donkey,Structure
exhibition1;false;Description: 15025;150;25;text5024;5;0;2;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text4421;4;4;2;1;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Birthday,Shop,Grain,Smiling
exhibition1;false;Description: 20188;20;188;text0512;0;5;1;2;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text4455;4;4;5;5;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Harmonious,Donkey,Smiling,Cloudy
exhibition1;true;Description: 88228;88;228;text5011;5;0;1;1;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5541;5;5;4;1;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Spiteful,Veil,Birthday,Plain
exhibition1;false;Description: 276116;276;116;text2404;2;4;0;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0104;0;1;0;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Ruddy,Testy,Attract,Complete
exhibition1;true;Description: 141155;141;155;text0055;0;0;5;5;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text3505;3;5;0;5;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Agonizing,Birthday,Plain,Veil
exhibition1;false;Description: 75224;75;224;text5242;5;2;4;2;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0422;0;4;2;2;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Testy,Birthday,Puny,Dirt
exhibition1;false;Description: 294197;294;197;text4220;4;2;2;0;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0113;0;1;1;3;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Complete,Harmonious,Powder,Psychotic
exhibition1;true;Description: 12499;124;99;text1330;1;3;3;0;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text1224;1;2;2;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Ruddy,Road,Store,Deer
exhibition1;false;Description: 28490;284;90;text1245;1;2;4;5;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5115;5;1;1;5;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Powder,Aware,Blow,Chop
exhibition1;true;Description: 522;52;2;text1143;1;1;4;3;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text2111;2;1;1;1;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Store,Quixotic,Natural,Terrific
exhibition1;false;Description: 34159;34;159;text5231;5;2;3;1;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0504;0;5;0;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Spiteful,Descriptive,Treat,Bent
exhibition1;false;Description: 127198;127;198;text2455;2;4;5;5;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0542;0;5;4;2;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Plain,Treat,Probable,Interest
exhibition1;true;Description: 277187;277;187;text4044;4;0;4;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0230;0;2;3;0;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Closed,Workable,Attract,Quixotic
exhibition1;false;Description: 134110;134;110;text1041;1;0;4;1;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text4421;4;4;2;1;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Chop,Colossal,Radiate,Structure
exhibition1;false;Description: 20730;207;30;text2400;2;4;0;0;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0415;0;4;1;5;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Road,Memory,Cynical,Spy
exhibition1;true;Description: 97240;97;240;text3220;3;2;2;0;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text2104;2;1;0;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Bent,Aware,Massive,Road
exhibition1;false;Description: 64225;64;225;text5300;5;3;0;0;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5244;5;2;4;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Circle,Smiling,Smiling,Cynical
exhibition1;true;Description: 96125;96;125;text0224;0;2;2;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text2005;2;0;0;5;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Birthday,Attract,Structure,Quixotic
exhibition1;false;Description: 244166;244;166;text1243;1;2;4;3;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text4124;4;1;2;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Shop,Place,Cynical,Puny
exhibition1;true;Description: 68130;68;130;text5053;5;0;5;3;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text2413;2;4;1;3;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Dirt,Cloudy,Quixotic,Powder
exhibition1;false;Description: 235110;235;110;text3535;3;5;3;5;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5134;5;1;3;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Workable,Place,Workable,Birthday
exhibition1;true;Description: 129236;129;236;text2001;2;0;0;1;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0303;0;3;0;3;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Complete,Circle,Place,Cloudy
exhibition1;false;Description: 13620;136;20;text1122;1;1;2;2;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text2203;2;2;0;3;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Descriptive,Store,Donkey,Descriptive
exhibition1;true;Description: 160169;160;169;text3114;3;1;1;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text4111;4;1;1;1;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Dirt,Descriptive,Massive,Plain
exhibition1;false;Description: 4510;45;10;text0305;0;3;0;5;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text4510;4;5;1;0;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Radiate,Plain,Birthday,Structure
exhibition1;true;Description: 273100;273;100;text1010;1;0;1;0;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0145;0;1;4;5;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Quixotic,Spiteful,Bent,Veil
exhibition1;false;Description: 14238;14;238;text0223;0;2;2;3;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5403;5;4;0;3;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Harmonious,Massive,Puny,Circle
exhibition1;true;Description: 24272;242;72;text1141;1;1;4;1;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0132;0;1;3;2;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Massive,Harmonious,Store,Crabby
exhibition1;false;Description: 11410;114;10;text1055;1;0;5;5;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5230;5;2;3;0;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Blow,Descriptive,Memory,Shirt
exhibition1;true;Description: 2973;29;73;text5124;5;1;2;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5352;5;3;5;2;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Donkey,Plain,Structure,Treat
exhibition1;false;Description: 22724;227;24;text1552;1;5;5;2;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text1030;1;0;3;0;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Descriptive,Agonizing,Memory,Crabby
exhibition1;true;Description: 240175;240;175;text5131;5;1;3;1;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5144;5;1;4;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Righteous,Cloudy,Bent,Aware
exhibition1;false;Description: 193122;193;122;text3025;3;0;2;5;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0134;0;1;3;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Crabby,Powder,Puny,Smiling
exhibition1;true;Description: 24847;248;47;text2143;2;1;4;3;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text3223;3;2;2;3;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Bent,Puny,Righteous,Plot
exhibition1;false;Description: 15686;156;86;text0004;0;0;0;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text3214;3;2;1;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Place,Plot,Agonizing,Veil
exhibition1;true;Description: 14215;142;15;text3012;3;0;1;2;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text4134;4;1;3;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Workable,Interest,Closed,Spy
exhibition1;false;Description: 219153;219;153;text4440;4;4;4;0;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5324;5;3;2;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Interest,Harmonious,Grain,Terrific
exhibition1;true;Description: 17312;173;12;text5440;5;4;4;0;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text3555;3;5;5;5;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Treat,Puny,Veil,Grain
exhibition1;false;Description: 42231;42;231;text1150;1;1;5;0;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text2222;2;2;2;2;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Attract,Birthday,Boundless,Birthday
exhibition1;true;Description: 149141;149;141;text2313;2;3;1;3;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text1314;1;3;1;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Blow,Interest,Colossal,Psychotic
exhibition1;false;Description: 143231;143;231;text3145;3;1;4;5;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text4000;4;0;0;0;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Blow,Donkey,Inform,Descriptive
exhibition1;true;Description: 174152;174;152;text2514;2;5;1;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text3205;3;2;0;5;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Massive,Workable,Ruddy,Blow
exhibition1;false;Description: 221107;221;107;text3052;3;0;5;2;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text3143;3;1;4;3;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Ruddy,Shirt,Store,Powder
exhibition1;true;Description: 78119;78;119;text4233;4;2;3;3;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5304;5;3;0;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Colossal,Cloudy,Smiling,Veil
exhibition1;false;Description: 24920;249;20;text0251;0;2;5;1;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0302;0;3;0;2;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Circle,Veil,Birthday,Ruddy
exhibition1;true;Description: 44155;44;155;text0024;0;0;2;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text4334;4;3;3;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Chop,Grain,Chop,Ruddy
exhibition1;false;Description: 15740;157;40;text0550;0;5;5;0;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text3521;3;5;2;1;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Closed,Smiling,Structure,Bent
exhibition1;true;Description: 59101;59;101;text1034;1;0;3;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text2142;2;1;4;2;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Workable,Natural,Radiate,Powder
exhibition1;false;Description: 275;27;5;text3152;3;1;5;2;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5403;5;4;0;3;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Smiling,Smiling,Cloudy,Powder
exhibition1;true;Description: 24163;24;163;text3034;3;0;3;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text3050;3;0;5;0;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Place,Spiteful,Testy,Aware
exhibition1;false;Description: 165135;165;135;text3215;3;2;1;5;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0215;0;2;1;5;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Ruddy,Shirt,Interest,Veil
exhibition1;true;Description: 43172;43;172;text1321;1;3;2;1;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0421;0;4;2;1;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Memory,Shop,Boundless,Treat
exhibition1;false;Description: 16929;169;29;text4352;4;3;5;2;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5044;5;0;4;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Plot,Interest,Plot,Cynical
exhibition1;true;Description: 272199;272;199;text4404;4;4;0;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text1114;1;1;1;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Treat,Massive,Crabby,Treat
exhibition1;false;Description: 299151;299;151;text3431;3;4;3;1;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text3005;3;0;0;5;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Place,Natural,Donkey,Testy
exhibition1;true;Description: 16526;165;26;text0130;0;1;3;0;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text1503;1;5;0;3;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Spy,Powder,Powder,Cynical
exhibition1;false;Description: 243138;243;138;text4010;4;0;1;0;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5221;5;2;2;1;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Structure,Birthday,Psychotic,Puny
exhibition1;true;Description: 27629;276;29;text4155;4;1;5;5;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text5540;5;5;4;0;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Shirt,Aware,Place,Powder
exhibition1;false;Description: 61227;61;227;text5343;5;3;4;3;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text3111;3;1;1;1;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Terrific,Cynical,Chop,Radiate
exhibition1;true;Description: 72236;72;236;text4002;4;0;0;2;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text3420;3;4;2;0;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Veil,Workable,Structure,Place
exhibition1;false;Description: 174234;174;234;text2412;2;4;1;2;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text1453;1;4;5;3;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Road,Plot,Attract,Cloudy
exhibition1;true;Description: 31241;31;241;text1404;1;4;0;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text1512;1;5;1;2;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Dirt,Blow,Treat,Spy
exhibition1;false;Description: 10227;10;227;text3005;3;0;0;5;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text4252;4;2;5;2;rejected;Staff2;staff2@centre.pt;staff2@centre.pt;password;Crabby,Spy,Birthday,Psychotic
exhibition1;true;Description: 176180;176;180;text2544;2;5;4;4;accepted;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0555;0;5;5;5;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Store,Plain,Puny,Shirt
exhibition1;false;Description: 7919;79;19;text2202;2;2;0;2;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text4154;4;1;5;4;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Workable,Radiate,Agonizing,Closed
exhibition1;true;Description: 27204;27;204;text5501;5;5;0;1;rejected;Staff1;staff1@centre.pt;staff1@centre.pt;password;text0123;0;1;2;3;accepted;Staff2;staff2@centre.pt;staff2@centre.pt;password;Natural,Interest,Smiling,Psychotic
